ID,Language,Source Text,Translated Text,Contributed,Contribution Status,Contribution Document Name,Context
,zh,Account where revenue from selling this item will be credited,销售此物料取得的收入将贷记到此科目。,0,,,
,zh,Account where the cost of this item will be debited on purchase,采购此物料时，其成本将借记到此科目。,0,,,
,zh,Account {0} does not belong to company {1},科目 {0} 不属于公司 {1},0,,,
,zh,Accounting entries are frozen up to this date. Only users with the specified role can create or modify entries before this date.,截至此日期的会计分录已冻结。只有具有指定角色的用户才能创建或修改该日期之前的分录。,0,,,
,zh,Accounting Onboarding,会计入门,0,,,
,zh,Accounting Period cannot be created for a future date. End Date {0} is after today.,不能创建未来日期的会计期间。结束日期 {0} 晚于今天。,0,,,
,zh,Accounts Included in Report,报表中包含的科目,0,,,
,zh,Accounts Missing from Report,报表中缺少的科目,0,,,
,zh,Accounts Receivable / Payable remarks length,应收/应付账款备注长度,0,,,
,zh,Accounts Setup,会计设置,0,,,
,zh,Accrued Expenses,应计费用,0,,,
,zh,Action for Expired Unverified Appointments,未验证预约过期后的处理方式,0,,,
,zh,Action if Quality Inspection is not submitted,质量检验未提交时的处理方式,0,,,
,zh,Action if Quality Inspection is rejected,质量检验被拒绝时的处理方式,0,,,
,zh,Action if same rate is not maintained,未保持相同费率时的处理方式,0,,,
,zh,Action if same rate is not maintained throughout internal transaction,内部交易未保持相同费率时的处理方式,0,,,
,zh,Action if same rate is not maintained throughout sales cycle,销售周期内未保持相同费率时的处理方式,0,,,
,zh,Activate Serial / Batch No for Item,为物料启用序列号/批号,0,,,
,zh,Active Subcontracted Items,有效的委外物料,0,,,
,zh,Add Phantom Item,添加虚拟物料,0,,,
,zh,Add Rule,添加规则,0,,,
,zh,Additional Costs (as per BOM),附加成本（按物料清单）,0,,,
,zh,Additional Discount Amount ({discount_amount}) cannot exceed the total before such discount ({total_before_discount}),附加折扣金额（{discount_amount}）不能超过折扣前总额（{total_before_discount}）。,0,,,
,zh,Additional Finished Good,附加产成品,0,,,
,zh,Additional {0} {1} of item {2} required as per BOM to complete this transaction,根据物料清单，还需要物料 {2} 的额外 {0} {1} 才能完成此交易。,0,,,
,zh,Advanced Features,高级功能,0,,,
,zh,Advanced Filtering,高级筛选,0,,,
,zh,"After save, please refresh the page to apply the changes.",保存后，请刷新页面以应用更改。,0,,,
,zh,Age as on,账龄截至,0,,,
,zh,Alias,别名,0,,,
,zh,All active prices for this item across buying and selling price lists.,此物料在采购和销售价格表中的所有有效价格。,0,,,
,zh,All invoices and orders for this customer will be created in this currency.,该客户的所有发票和订单都将使用此货币创建。,0,,,
,zh,All Parties,所有往来方,0,,,
,zh,All picked items have already been transferred against this Pick List,此拣配清单中的所有已拣物料都已完成调拨。,0,,,
,zh,ALL records will be deleted (entire DocType cleared),将删除全部记录（清空整个单据类型）,0,,,
,zh,Allocate Full Amount to Stock Items,将全部金额分摊至库存物料,0,,,
,zh,Allow delivery of overproduced quantity,允许交付超产数量,0,,,
,zh,Allow Editing of Items and Quantities in Work Order,允许在生产工单中编辑物料和数量,0,,,
,zh,Allow editing Price List rate in transactions,允许在交易中编辑价格表单价,0,,,
,zh,Allow internal transfers at user-defined rate,允许按用户自定义单价进行内部调拨,0,,,
,zh,Allow Item to be added multiple times in a transaction,允许同一物料在交易中重复添加,0,,,
,zh,Allow multiple Sales Orders against a customer's Purchase Order,允许针对同一客户采购订单创建多张销售订单,0,,,
,zh,Allow negative rates for Items,允许物料使用负单价,0,,,
,zh,Allow negative stock,允许负库存,0,,,
,zh,Allow negative stock for Batch,允许批次负库存,0,,,
,zh,Allow partial reservation,允许部分预留库存,0,,,
,zh,Allow purchase invoice creation without purchase order,允许不经采购订单直接创建采购发票,0,,,
,zh,Allow purchase invoice creation without purchase receipt,允许不经采购收货单直接创建采购发票,0,,,
,zh,Allow Quotation with zero quantity,允许零数量报价单,0,,,
,zh,Allow sales invoice creation without delivery note,允许不经交货单直接创建销售发票,0,,,
,zh,Allow sales invoice creation without sales order,允许不经销售订单直接创建销售发票,0,,,
,zh,Allow Sales Order creation for expired Quotation,允许根据已过期报价单创建销售订单,0,,,
,zh,Allow Sales Order with zero quantity,允许零数量销售订单,0,,,
,zh,Allow sales transactions with zero quantities if the rate is fixed but the quantities are not. e.g. Rate Contracts,当单价已确定但数量尚未确定时，允许创建零数量销售交易，例如价格合同。,0,,,
,zh,Allow same Item to be added multiple times in a transaction,允许同一物料在交易中重复添加,0,,,
,zh,"Allow stock to go below zero for this item, even if negative stock is disabled in Stock Settings.",即使库存设置中已禁用负库存，也允许此物料的库存数量低于零。,0,,,
,zh,Allow substituting this item with an alternative from the Item Alternative list when stock is unavailable.,当库存不足时，允许使用“物料替代”列表中的替代物料。,0,,,
,zh,Allow this item to be used in purchase transactions.,允许此物料用于采购交易。,0,,,
,zh,Allow this item to be used in sales transactions.,允许此物料用于销售交易。,0,,,
,zh,Allow to edit stock UOM qty for Purchase documents,允许在采购单据中编辑库存单位数量,0,,,
,zh,Allow to edit stock UOM qty for Sales documents,允许在销售单据中编辑库存单位数量,0,,,
,zh,Allow to edit stock UOM qty for Stock Entry,允许在库存凭证中编辑库存单位数量,0,,,
,zh,Allow to make Quality Inspection after Purchase / Delivery,允许在采购收货/交货后创建质量检验,0,,,
,zh,Allow UOM with conversion rate defined in Item,允许使用物料中已定义换算率的计量单位,0,,,
,zh,Allowed DocTypes,允许的单据类型,0,,,
,zh,Allowed to transact with,允许交易的公司,0,,,
,zh,Allowed Users,允许的用户,0,,,
,zh,Allowed Users is not required as Frappe CRM is already installed on the site.,站点已安装 Frappe CRM，无需设置允许的用户。,0,,,
,zh,Allowed Users is required for data synchronization from remote Frappe CRM site.,从远程 Frappe CRM 站点同步数据时，必须设置允许的用户。,0,,,
,zh,Already Imported,已导入,0,,,
,zh,Alt UOM,备用计量单位,0,,,
,zh,Alternative For Item,替代的原物料,0,,,
,zh,"Amount column has ""CR""/""DR"" values",金额列包含“CR”/“DR”值,0,,,
,zh,Amount column has positive/negative values,金额列包含正数/负数值,0,,,
,zh,Amount does not match the selected transaction,金额与所选交易不匹配,0,,,
,zh,Amount matches the selected transaction,金额与所选交易匹配,0,,,
,zh,Amount {0} {1} adjusted against {2} {3},金额 {0} {1} 已冲抵 {2} {3},0,,,
,zh,Amount {0} {1} as adjustment to {2},金额 {0} {1} 作为对 {2} 的调整,0,,,
,zh,An appointment booked through the portal can only be opened via email verification.,通过门户预约的记录只能在完成邮件验证后打开。,0,,,
,zh,An email will be sent to notify the User with the role 'Purchase Manager' when an automatic Material Request is created.,自动创建物料申请时，系统将向具有“采购经理”角色的用户发送邮件通知。,0,,,
,zh,Analytical Accounting,管理会计分析,0,,,
,zh,Another Budget record '{0}' already exists against {1} '{2}' and account '{3}' with overlapping fiscal years.,针对 {1}“{2}”和科目“{3}”已存在预算记录“{0}”，且其会计年度范围发生重叠。,0,,,
,zh,Any,任意,0,,,
,zh,Any debit transaction with the keyword 'Bank Fee'.,任何包含“Bank Fee”关键字的借记交易。,0,,,
,zh,AP Summary,应付账款汇总,0,,,
,zh,Applicable on POS Invoice,适用于 POS 发票,0,,,
,zh,Applies to deposits,适用于存入交易,0,,,
,zh,Applies to withdrawals,适用于支出交易,0,,,
,zh,Applies to withdrawals and deposits,适用于支出和存入交易,0,,,
,zh,Apply discounts and margins on products,对产品应用折扣和毛利设置,0,,,
,zh,"Applying a Discount Amount? When this Sales Order is partially fulfilled through multiple Delivery Notes and Sales Invoices, the Discount Amount is allocated on a FIFO basis. The earlier transactions receive a larger share of the discount. To spread the discount proportionally across item prices, use Additional Discount Percentage instead.",如果填写折扣金额，当此销售订单通过多张交货单和销售发票分批履行时，折扣金额将按先进先出顺序分配，较早的交易会分配到更多折扣。如需按物料价格比例分摊折扣，请改用“附加折扣百分比”。,0,,,
,zh,Appointment Booking Portal Settings,预约门户设置,0,,,
,zh,Appointment can only be scheduled up to {0} day(s) in advance.,预约最多只能提前 {0} 天安排。,0,,,
,zh,Appointment cannot be scheduled for a past time.,不能将预约安排在过去的时间。,0,,,
,zh,Appointment cannot be scheduled on a holiday.,不能在节假日安排预约。,0,,,
,zh,Appointment Confirmed,预约已确认,0,,,
,zh,Appointment has been closed. Please book the appointment again.,该预约已关闭，请重新预约。,0,,,
,zh,Appointment is already verified.,该预约已完成验证。,0,,,
,zh,Appointment must be scheduled within the available slot timings.,预约时间必须位于可用时段内。,0,,,
,zh,Appointment Scheduling,预约排程,0,,,
,zh,Appointment Scheduling needs to be enabled for Appointment Booking through portal.,通过门户进行预约前，必须启用预约排程。,0,,,
,zh,Appointments created manually cannot have 'Unverified' status.,手动创建的预约不能设置为“未验证”状态。,0,,,
,zh,AR Summary,应收账款汇总,0,,,
,zh,Are you sure you want to cancel this {} {}?,确定要作废此 {} {} 吗？,0,,,
,zh,Are you sure you want to revise this budget? The current budget will be cancelled and a new draft will be created.,确定要修订此预算吗？当前预算将被作废，并创建一份新的草稿。,0,,,
,zh,Are you sure you want to unmatch the voucher from this transaction?,确定要取消此交易与凭证的匹配吗？,0,,,
,zh,Are you sure you want to unreconcile this transaction?,确定要取消此交易的对账吗？,0,,,
,zh,Asset Type,资产类型,0,,,
,zh,Assets Setup,资产设置,0,,,
,zh,At least one raw material item must be present in the stock entry for the type {0},类型为 {0} 的库存凭证中必须至少包含一项原材料。,0,,,
,zh,At least one row is required for a financial report template,财务报表模板至少需要一行。,0,,,
,zh,At Row {0}: In Serial and Batch Bundle {1} must have docstatus as 1 and not 0,第 {0} 行：序列号和批号组合 {1} 的单据状态必须为 1（已提交），不能为 0（草稿）。,0,,,
,zh,Attribute Value {0} is not valid for the selected attribute {1}.,属性值 {0} 不适用于所选属性 {1}。,0,,,
,zh,Attribute {0} is disabled.,属性 {0} 已禁用。,0,,,
,zh,Attribute {0} is not valid for the selected template.,属性 {0} 不适用于所选模板。,0,,,
,zh,Auto create assets on purchase,采购时自动创建资产,0,,,
,zh,Auto create Purchase Receipt,自动创建采购收货单,0,,,
,zh,Auto create Serial and Batch Bundle for outward,出库时自动创建序列号和批号组合,0,,,
,zh,Auto create Subcontracting Order,自动创建委外订单,0,,,
,zh,Auto Created (Reorder),自动创建（再订货）,0,,,
,zh,Auto insert Item Price if missing,缺少物料价格时自动新增,0,,,
,zh,Auto reconcile Payments,自动对账收付款,0,,,
,zh,Auto Reconciliation job trigger,自动对账任务触发阈值,0,,,
,zh,Auto Repost Incorrect Valuation Entries (Weekly),自动重新过账错误计价分录（每周）,0,,,
,zh,Auto Reposting of Incorrect Valuation,自动重新过账错误计价,0,,,
,zh,Auto reserve Serial and Batch Nos,自动预留序列号和批号,0,,,
,zh,Auto reserve stock,自动预留库存,0,,,
,zh,Auto reserve Stock for Sales Order on Purchase,采购时自动为销售订单预留库存,0,,,
,zh,Auto User Creation Error,自动创建用户错误,0,,,
,zh,Automatically add Taxes and Charges from Item Tax Template,自动从物料税费模板添加税费,0,,,
,zh,Automatically add taxes from Taxes and Charges Template,自动从税费模板添加税费,0,,,
,zh,Automatically fetch Payment Terms from Order/Quotation,自动从订单/报价单获取付款条款,0,,,
,zh,Automatically process deferred Accounting entry,自动处理递延会计分录,0,,,
,zh,Automatically run rules on unreconciled transactions,自动对未对账交易运行规则,0,,,
,zh,Available / Future Inventory,可用库存/未来库存,0,,,
,zh,Available for Use Date,可供使用日期,0,,,
,zh,Average Order Value,平均订单金额,0,,,
,zh,Average Order Values,平均订单金额,0,,,
,zh,Backflush raw materials of subcontract based on,委外原材料倒冲依据,0,,,
,zh,Balance Qty (Alt UOM),结余数量（备用计量单位）,0,,,
,zh,Balance Sheet Closing Balance,资产负债表结账余额,0,,,
,zh,Balance Sheet requires {0} to be synced to DuckDB,资产负债表要求先将 {0} 同步到 DuckDB。,0,,,
,zh,Balance Type,余额类型,0,,,
,zh,Balances as per bank statement before {0},{0} 之前按银行对账单计算的余额,0,,,Do MMM YYYY
,zh,Bank Account Balance,银行账户余额,0,,,
,zh,Bank account credit for withdrawal,支出时贷记银行科目,0,,,
,zh,Bank account debit for deposit,存入时借记银行科目,0,,,
,zh,"Bank Charges, Salary, etc.",银行手续费、工资等,0,,,
,zh,Bank Entries Created,银行凭证已创建,0,,,
,zh,Bank Entry Created,银行凭证已创建,0,,,
,zh,Bank Entry Type,银行凭证类型,0,,,
,zh,"Bank Fee, Salary, etc.",银行手续费、工资等,0,,,
,zh,Bank Reconciliation,银行对账,0,,,
,zh,Bank Statement,银行对账单,0,,,
,zh,Bank Statement Balance as per General Ledger,按总账计算的银行对账单余额,0,,,
,zh,Bank Statement Import Log,银行对账单导入日志,0,,,
,zh,Bank Statement Import Log Column Map,银行对账单导入日志列映射,0,,,
,zh,Bank statement imported.,银行对账单已导入。,0,,,
,zh,Bank Transaction Rule,银行交易规则,0,,,
,zh,Bank Transaction Rule Accounts,银行交易规则科目,0,,,
,zh,Bank Transaction Rule Description Conditions,银行交易规则描述条件,0,,,
,zh,Bank Transactions,银行交易,0,,,
,zh,Base Cost (Company Currency),基础成本（本币）,0,,,
,zh,Base Tax Withheld,代扣税额（本币）,0,,,
,zh,Base Taxable Amount,应税金额（本币）,0,,,
,zh,"Based on the above entries, the balance amount (debit or credit) will be set for the last row to balance the journal entry.",根据上述分录，系统会在最后一行自动填写余额（借方或贷方），使日记账凭证借贷平衡。,0,,,
,zh,Batch Item settings,批次物料设置,0,,,
,zh,Batch Qty updated successfully,批次数量更新成功,0,,,
,zh,Bin Values Recalculated,库位数值已重新计算,0,,,
,zh,Blank Line,空白行,0,,,
,zh,Blanket Orders,框架订单,0,,,
,zh,Block a new Sales Invoice when the customer's overdue amount exceeds the Overdue Limit set on the customer.,当客户逾期金额超过客户主数据中设置的逾期上限时，禁止创建新的销售发票。,0,,,
,zh,"Blocks all further accounting entries on this customer's account. Only users with the frozen-entries role can override.
","冻结此客户账户后续的所有会计分录。只有具有冻结分录权限角色的用户可以绕过此限制。
",0,,,
,zh,Blocks this customer from being used on any new transaction.,禁止在任何新交易中使用此客户。,0,,,
,zh,Bold Text,粗体文本,0,,,
,zh,"Bold text for emphasis (totals, major headings)",使用粗体突出显示总计和主要标题,0,,,
,zh,BOM Component,物料清单组件,0,,,
,zh,BOM Configuration,物料清单配置,0,,,
,zh,BOM Creator Item with name {0} does not exist,名称为 {0} 的物料清单创建工具明细不存在。,0,,,
,zh,Book Asset Depreciation entry automatically,自动记账资产折旧分录,0,,,
,zh,Book Deferred entries based on,递延分录记账依据,0,,,
,zh,Book deferred entries via Journal Entry,通过日记账凭证记账递延分录,0,,,
,zh,Book Stock Expense GL Entries,记账库存费用总账分录,0,,,
,zh,Book tax loss on early payment discount,记账提前付款折扣产生的税额损失,0,,,
,zh,"Books Purchase Expense and Expenses Added To Stock account pairs against stock value. On enabling this, the accounts become mandatory in Company or Item Defaults for Purchase Receipt, Purchase Invoice, Stock Entry, Stock Reconciliation and Landed Cost Voucher",按库存价值记录采购费用科目与计入库存费用科目的对应总账分录。启用后，采购收货单、采购发票、库存凭证、库存盘点和到岸成本凭证所需科目必须在公司或物料默认值中设置。,0,,,
,zh,Budget Amount can not be {0}.,预算金额不能为 {0}。,0,,,
,zh,"Budget cannot be assigned against {0}, as its Root Type is not of Income or Expense",无法为 {0} 分配预算，因为其根类型不是收入或费用。,0,,,
,zh,Budget Distribution,预算分配,0,,,
,zh,Budget Distribution Total,预算分配总额,0,,,
,zh,Budget End Date,预算结束日期,0,,,
,zh,Budget Limit Exceeded,超过预算限额,0,,,
,zh,Budget Start Date,预算开始日期,0,,,
,zh,Budget Variance,预算差异,0,,,
,zh,Bulk Bank Entry,批量银行凭证,0,,,
,zh,Bulk Payment,批量付款,0,,,
,zh,Bulk Transfer,批量转账,0,,,
,zh,Buy & Sell,采购与销售,0,,,
,zh,Buying Setup,采购设置,0,,,
,zh,By-Product,副产品,0,,,
,zh,Bypass credit limit check at sales order,销售订单绕过信用额度检查,0,,,
,zh,Calculate but don't show on final report,参与计算，但不在最终报表中显示,0,,,
,zh,Calculate Product Bundle price based on child Item's rates,根据套件内子物料单价计算产品套件价格,0,,,
,zh,Calculated Amount,计算金额,0,,,
,zh,Calculated Bank Statement Balance,计算后的银行对账单余额,0,,,
,zh,Campaign {0} not found,未找到促销活动 {0},0,,,
,zh,Cancelled Job Card cannot be processed.,已作废的作业卡不能继续处理。,0,,,
,zh,Cannot add child table {0} to deletion list. Child tables are automatically deleted with their parent DocTypes.,不能将子表 {0} 单独加入删除列表。删除父单据类型时，子表会自动一并删除。,0,,,
,zh,Cannot cancel this document as it is linked with the submitted Asset Value Adjustment <b>{0}</b>. Please cancel the Asset Value Adjustment to continue.,此单据关联了已提交的资产价值调整 <b>{0}</b>，无法作废。请先作废该资产价值调整。,0,,,
,zh,Cannot change Item {0} from serialized to non-serialized because a Serial and Batch Bundle exists for it. Please delete or cancel the Serial and Batch Bundle first.,物料 {0} 已存在序列号和批号组合，不能从序列号管理物料改为非序列号物料。请先删除或作废相关序列号和批号组合。,0,,,
,zh,Cannot create Intercompany {0}. All items in the source {1} have already been fully invoiced. Please check the existing linked {2}s.,无法创建公司间 {0}。源单据 {1} 中的所有物料均已全部开票，请检查现有关联的 {2}。,0,,,
,zh,Cannot declare as Lost because an active Quotation exists.,存在有效报价单，不能将商机标记为未成交。,0,,,
,zh,Cannot delete an item which has been ordered,已下单的物料不能删除。,0,,,
,zh,Cannot delete protected core DocType: {0},不能删除受保护的核心单据类型：{0},0,,,
,zh,Cannot delete virtual DocType: {0}. Virtual DocTypes do not have database tables.,不能删除虚拟单据类型 {0}。虚拟单据类型没有数据库表。,0,,,
,zh,"Cannot disable Serial and Batch No for Item, as there are existing records for serial / batch.",该物料已存在序列号/批号记录，不能禁用序列号和批号。,0,,,
,zh,Cannot disable {0} as it may lead to incorrect stock valuation.,不能禁用 {0}，否则可能导致库存计价错误。,0,,,
,zh,Cannot disassemble {0} qty against Stock Entry {1}. Only {2} qty available to disassemble.,针对库存凭证 {1} 不能拆解 {0} 数量，当前仅有 {2} 数量可拆解。,0,,,
,zh,Cannot enable Opportunity creation from Contact Us because the Contact Us form is disabled.,“联系我们”表单已禁用，不能启用从该表单创建商机。,0,,,
,zh,Cannot fetch selected rows for submitted Payment Request,无法获取已提交付款请求中的选中行,0,,,
,zh,"Cannot find a default warehouse for item {0}. Please select one in the Update Items dialog, or set a default in the Item Master or in Stock Settings.",未找到物料 {0} 的默认仓库。请在“更新物料”对话框中选择仓库，或在物料主数据/库存设置中设置默认仓库。,0,,,
,zh,Cannot merge {0} '{1}' into '{2}' as both have existing accounting entries in different currencies for company '{3}'.,无法将 {0}“{1}”合并到“{2}”，因为两者在公司“{3}”中已有不同货币的会计分录。,0,,,
,zh,Cannot produce more Item {0} than Sales Order quantity {1} {2},物料 {0} 的生产数量不能超过销售订单数量 {1} {2}。,0,,,
,zh,Cannot reduce quantity than ordered or purchased quantity,数量不能低于已订购或已采购数量。,0,,,
,zh,Cannot repost more than {0} vouchers at once. Split them into multiple documents.,一次最多只能重新过账 {0} 张凭证，请拆分为多张单据处理。,0,,,
,zh,Cannot select a Group type Customer Group. Please select a non-group Customer Group.,不能选择组类型的客户组，请选择非组客户组。,0,,,
,zh,Cannot start deletion. Another deletion {0} is already queued/running. Please wait for it to complete.,无法开始删除。另一个删除任务 {0} 已在队列中或正在运行，请等待其完成。,0,,,
,zh,Cannot submit Job Card {0} while it is On Hold. Please resume and complete the job before submission.,作业卡 {0} 处于暂停状态，无法提交。请先恢复并完成作业。,0,,,
,zh,Cannot update rate as item {0} is already ordered or purchased against this quotation,物料 {0} 已基于此报价单下单或采购，不能更新单价。,0,,,
,zh,Capitalize this asset before submitting.,提交前请先将此资产资本化。,0,,,
,zh,"Changing the account in any transaction of the DocTypes listed below will trigger a repost. To prevent reposting, remove the relevant DocType from the list.",在下列单据类型的任何交易中修改科目都会触发重新过账。如需避免重新过账，请从列表中移除相应单据类型。,0,,,
,zh,Check Availability in Warehouse,检查仓库可用量,0,,,
,zh,Check if this tax is not applicable to items (distinct from 0% rate),勾选后表示此税不适用于物料，与 0% 税率不同。,0,,,
,zh,Check row {0} for account {1}: Party is only allowed if Party Type is set,请检查第 {0} 行科目 {1}：只有设置了往来方类型后才能填写往来方。,0,,,
,zh,Check row {0} for account {1}: Party Type is only allowed for Receivable or Payable accounts,请检查第 {0} 行科目 {1}：往来方类型仅允许用于应收或应付科目。,0,,,
,zh,Check Supplier invoice number uniqueness,检查供应商发票号唯一性,0,,,
,zh,Checks and Deposits incorrectly cleared,支票和存款错误清账,0,,,
,zh,Cheque/Reference Number,支票/参考编号,0,,,
,zh,Child DocTypes,子单据类型,0,,,
,zh,Child Table Not Allowed,不允许使用子表,0,,,
,zh,Child tables that will also be deleted,将一并删除的子表,0,,,
,zh,Classify As,分类为,0,,,
,zh,"Classify the type of market this customer belongs to, used for sales analysis and targeting.",对客户所属市场类型进行分类，用于销售分析和目标客户定位。,0,,,
,zh,Clear Last Scanned Warehouse,清除上次扫描的仓库,0,,,
,zh,Clearance date changed from {0} to {1} via Bank Clearance Tool,通过银行清账工具将清账日期从 {0} 更改为 {1},0,,,
,zh,Clearance date updated,清账日期已更新,0,,,
,zh,Click to pay in full.,点击全额支付。,0,,,
,zh,Click to set the closing balance as per statement,点击按对账单设置期末余额,0,,,
,zh,Click to set this as the header row.,点击将此行设为表头。,0,,,
,zh,Closed Period,已关闭期间,0,,,
,zh,Closing Balance as of {},截至 {} 的期末余额,0,,,Do MMMM YYYY
,zh,Closing Balance as per statement,按对账单的期末余额,0,,,
,zh,Closing Balance as per system,按系统的期末余额,0,,,
,zh,Closing balance as per system,按系统的期末余额,0,,,
,zh,Closing balance deleted.,期末余额已删除。,0,,,
,zh,Closing balance is required.,期末余额为必填项。,0,,,
,zh,Closing balance on bank statement as of {0},截至 {0} 的银行对账单期末余额,0,,,Do MMM YYYY
,zh,Closing balance set.,期末余额已设置。,0,,,
